SOC_pct,OCV_discharge_V,OCV_charge_V,OCV_avg_V
0.0,3.0,,3.0
1.0,3.1757472498262733,,3.1757472498262733
2.0,3.257079966359861,,3.257079966359861
3.0,3.320193928444414,,3.320193928444414
4.0,3.3699399831904295,,3.3699399831904295
5.0,3.404612409981962,,3.404612409981962
6.0,3.4232096565468892,,3.4232096565468892
7.0,3.432900263467316,,3.432900263467316
8.0,3.4411092710386058,,3.4411092710386058
9.0,3.447724517470755,,3.447724517470755
10.0,3.454010435998476,,3.454010435998476
11.0,3.4592963161132277,,3.4592963161132277
12.0,3.4642523801799134,,3.4642523801799134
13.0,3.4692304042574786,,3.4692304042574786
14.0,3.474186465127506,,3.474186465127506
15.0,3.479713797037446,,3.479713797037446
16.0,3.4903323579588683,,3.4903323579588683
17.0,3.502229870307261,,3.502229870307261
18.0,3.5125817052320096,,3.5125817052320096
19.0,3.5234992676400556,,3.5234992676400556
20.0,3.532416890576842,,3.532416890576842
21.0,3.540845600987207,,3.540845600987207
22.0,3.5473329281589123,,3.5473329281589123
23.0,3.5542853434221513,,3.5542853434221513
24.0,3.560219445588659,,3.560219445588659
25.0,3.5661535321426516,,3.5661535321426516
26.0,3.571747031161428,,3.571747031161428
27.0,3.5770546144630377,,3.5770546144630377
28.0,3.581659111771273,,3.581659111771273
29.0,3.5866371466744122,,3.5866371466744122
30.0,3.590593212925765,,3.590593212925765
31.0,3.594549258437255,,3.594549258437255
32.0,3.5985109245072873,,3.5985109245072873
33.0,3.6024833180940194,,3.6024833180940194
34.0,3.606439379786875,,3.606439379786875
35.0,3.6093998071250186,,3.6093998071250186
36.0,3.6133734317944364,,3.6133734317944364
37.0,3.6171647396356046,,3.6171647396356046
38.0,3.6202855407556065,,3.6202855407556065
39.0,3.623263541165821,,3.623263541165821
40.0,3.6272195935359486,,3.6272195935359486
41.0,3.63017563714423,,3.63017563714423
42.0,3.6341536644504355,,3.6341536644504355
43.0,3.6380548714487473,,3.6380548714487473
44.0,3.641065777747855,,3.641065777747855
45.0,3.64504380397004,,3.64504380397004
46.0,3.648999854176069,,3.648999854176069
47.0,3.6539338522812512,,3.6539338522812512
48.0,3.657911959745353,,3.657911959745353
49.0,3.661890003692692,,3.661890003692692
50.0,3.6668460515494226,,3.6668460515494226
51.0,3.671802093134993,,3.671802093134993
52.0,3.6767801215329645,,3.6767801215329645
53.0,3.68260428554646,,3.68260428554646
54.0,3.687538363262251,,3.687538363262251
55.0,3.693499918033258,,3.693499918033258
56.0,3.6994394591555326,,3.6994394591555326
57.0,3.7053735097878806,,3.7053735097878806
58.0,3.7123332599935335,,3.7123332599935335
59.0,3.7192746514422437,,3.7192746514422437
60.0,3.7262087249033335,,3.7262087249033335
61.0,3.7338887874781963,,3.7338887874781963
62.0,3.7418130858987997,,3.7418130858987997
63.0,3.75072518388854,,3.75072518388854
64.0,3.7602966255357235,,3.7602966255357235
65.0,3.770241716196947,,3.770241716196947
66.0,3.7817581802635485,,3.7817581802635485
67.0,3.793626303425727,,3.793626303425727
68.0,3.805967000548931,,3.805967000548931
69.0,3.8174285122218308,,3.8174285122218308
70.0,3.828747194515918,,3.828747194515918
71.0,3.839199920493988,,3.839199920493988
72.0,3.849582335782389,,3.849582335782389
73.0,3.859472501399143,,3.859472501399143
74.0,3.8693888683713396,,3.8693888683713396
75.0,3.8793077297430942,,3.8793077297430942
76.0,3.8891978489961,,3.8891978489961
77.0,3.9000879908299417,,3.9000879908299417
78.0,3.910033030009592,,3.910033030009592
79.0,3.9199231196577315,,3.9199231196577315
80.0,3.930813237310936,,3.930813237310936
81.0,3.9411099024674723,,3.9411099024674723
82.0,3.951977963663085,,3.951977963663085
83.0,3.9628461678541655,,3.9628461678541655
84.0,3.9734834910812973,,3.9734834910812973
85.0,3.984648314564113,,3.984648314564113
86.0,3.9955163952133597,,3.9955163952133597
87.0,4.007166655849497,,4.007166655849497
88.0,4.018318674677043,,4.018318674677043
89.0,4.030186814716423,,4.030186814716423
90.0,4.041066640587569,,4.041066640587569
91.0,4.052989024663371,,4.052989024663371
92.0,4.064999997906884,,4.064999997906884
93.0,4.077725204880609,,4.077725204880609
94.0,4.089659320866719,,4.089659320866719
95.0,4.102527460704637,,4.102527460704637
96.0,4.115395586132265,,4.115395586132265
97.0,4.128329642072214,,4.128329642072214
98.0,4.141230797843782,,4.141230797843782
99.0,4.156087954832628,,4.156087954832628
100.0,4.186,,4.186
