dataset,channel,temp_C,cycle,weeks,type,date,file_path,pattern_chunks
main_cell,ch2,25,700,,RPT,2022-11-07,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\22_11_07_에기연 열화셀_25deg_700cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,800,,RPT,2022-11-14,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\22_11_14_에기연 열화셀_25deg_800cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,900,,RPT,2022-11-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\22_11_21_에기연 열화셀_25deg_900cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1000,,RPT,2022-11-28,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\22_11_28_에기연 열화셀_25deg_1000cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1100,,RPT,2022-12-05,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\22_12_05_에기연 열화셀_25deg_1100cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1200,,RPT,2022-12-14,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\22_12_14_에기연 열화셀_25deg_1200cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1300,,RPT,2022-12-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\22_12_27_에기연 열화셀_25deg_1300cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1400,,RPT,2023-01-12,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_01_12_에기연 열화셀_25deg_1400cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1460,,RPT,2023-01-18,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_01_18_에기연 열화셀_25deg_1460cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1580,,RPT,2023-01-30,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_01_30_에기연 열화셀_25deg_1580cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1640,,RPT,2023-02-06,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_02_06_에기연 열화셀_25deg_1640cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1800,,RPT,2023-02-15,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_02_15_에기연 열화셀_25deg_1800cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,1900,,RPT,2023-02-24,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_02_24_에기연 열화셀_25deg_1900cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2000,,RPT,2023-03-07,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_03_07_에기연 열화셀_25deg_2000cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2100,,RPT,2023-03-13,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_03_13_에기연 열화셀_25deg_2100cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2200,,RPT,2023-03-20,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_03_20_에기연 열화셀_25deg_2200cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2300,,RPT,2023-03-28,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_03_28_에기연 열화셀_25deg_2300cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2400,,RPT,2023-04-03,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_04_03_에기연 열화셀_25deg_2400cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2500,,RPT,2023-04-11,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_04_11_에기연 열화셀_25deg_2500cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2600,,RPT,2023-04-18,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_04_18_에기연 열화셀_25deg_2600cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2700,,RPT,2023-04-26,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_04_26_에기연 열화셀_25deg_2700cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2800,,RPT,2023-05-04,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_05_04_에기연 열화셀_25deg_2800cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,2900,,RPT,2023-05-15,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_05_15_에기연 열화셀_25deg_2900cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,3000,,RPT,2023-05-22,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH2_25deg\RPT\23_05_22_에기연 열화셀_25deg_3000cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch2,25,0,,RPT,2023-07-10,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch2 전압하한 데이터(최근)\RPT\23_07_10_에기연 열화셀_25deg_0cycle_RPT_ch2_M01Ch002(002).csv,
main_cell,ch3,0,0,,ACIR,2023-07-11,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch2 전압하한 데이터(최근)\AICR\23_07_11_에기연 열화셀_0deg_0cycle_ACIR_ch3_M01Ch003(003).csv,
main_cell,ch3,0,100,,Pattern,2023-06-22,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_06_22_에기연 열화셀_0deg_100cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,0,100,,Pattern,2023-06-26,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_06_26_에기연 열화셀_0deg_100cycle_ch3_M01Ch002(002).csv,
main_cell,ch3,0,101,,Pattern,2023-06-26,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_06_26_에기연 열화셀_0deg_101cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,0,100,,Pattern,2023-07-12,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_07_12_에기연 열화셀_0deg_100cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,0,0,,RPT,2023-06-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch2 전압하한 데이터(최근)\RPT\23_06_21_에기연 열화셀_0deg_0cycle_RPT_ch3_M01Ch003(003).csv,
main_cell,ch3,0,0,,RPT,2023-07-07,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch2 전압하한 데이터(최근)\RPT\23_07_07_에기연 열화셀_0deg_0cycle_RPT_ch3_M01Ch003(003).csv,
main_cell,ch3,5,100,,Pattern,2023-07-18,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_07_18_에기연 열화셀_5deg_100cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,10,100,,Pattern,2023-07-19,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_07_19_에기연 열화셀_10deg_100cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,10,200,,Pattern,2023-07-24,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_07_24_에기연 열화셀_10deg_200cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,15,100,,Pattern,2023-07-28,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_07_28_에기연 열화셀_15deg_100cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,20,100,,Pattern,2023-07-31,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch3 전압하한 데이터\23_07_31_에기연 열화셀_20deg_100cycle_ch3_M01Ch003(003).csv,
main_cell,ch3,25,0,,RPT,2023-07-10,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\전압하한 데이터파일\ch2 전압하한 데이터(최근)\RPT\23_07_10_에기연 열화셀_25deg_0cycle_RPT_ch3_M01Ch003(003).csv,
main_cell,ch7,25,2300,,RPT,2023-03-28,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\RPT\23_03_28_에기연 열화셀_25deg_2300cycle_RPT_ch7_M01Ch002(002).csv,
main_cell,ch7,50,0,,ACIR,2022-09-13,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_09_13_에기연 열화셀_50deg_0cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,100,,ACIR,2022-09-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_09_27_에기연 열화셀_50deg_100cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,200,,ACIR,2022-10-05,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_10_05_에기연 열화셀_50deg_200cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,300,,ACIR,2022-10-13,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_10_13_에기연 열화셀_50deg_300cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,400,,ACIR,2022-10-19,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_10_19_에기연 열화셀_50deg_400cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,500,,ACIR,2022-10-26,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_10_26_에기연 열화셀_50deg_500cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,600,,ACIR,2022-11-02,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_11_02_에기연 열화셀_50deg_600cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,700,,ACIR,2022-11-09,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_11_09_에기연 열화셀_50deg_700cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,800,,ACIR,2022-11-15,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_11_15_에기연 열화셀_50deg_800cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,900,,ACIR,2022-11-22,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_11_22_에기연 열화셀_50deg_900cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1000,,ACIR,2022-11-29,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_11_29_에기연 열화셀_50deg_1000cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1100,,ACIR,2022-12-07,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_12_07_에기연 열화셀_50deg_1100cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1200,,ACIR,2022-12-19,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_12_19_에기연 열화셀_50deg_1200cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1300,,ACIR,2022-12-28,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\22_12_28_에기연 열화셀_50deg_1300cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,3000,,ACIR,2023-05-23,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\ACIR\23_05_23_에기연 열화셀_50deg_3000cycle_ACIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,0,,DCIR,2022-09-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_09_21_에기연 열화셀_50deg_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,100,,DCIR,2022-09-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_09_27_에기연 열화셀_50deg_100cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,200,,DCIR,2022-10-06,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_06_에기연 열화셀_50deg_200cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,300,,DCIR,2022-10-13,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_13_에기연 열화셀_50deg_300cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,400,,DCIR,2022-10-19,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_19_에기연 열화셀_50deg_400cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,500,,DCIR,2022-10-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_27_에기연 열화셀_50deg_500cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,600,,DCIR,2022-11-02,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_02_에기연 열화셀_50deg_600cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,700,,DCIR,2022-11-09,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_09_에기연 열화셀_50deg_700cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,800,,DCIR,2022-11-16,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_16_에기연 열화셀_50deg_800cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,900,,DCIR,2022-11-23,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_23_에기연 열화셀_50deg_900cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1000,,DCIR,2022-11-29,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_29_에기연 열화셀_50deg_1000cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1100,,DCIR,2022-12-09,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_12_09_에기연 열화셀_50deg_1100cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1200,,DCIR,2022-12-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_12_21_에기연 열화셀_50deg_1200cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1300,,DCIR,2023-01-05,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\23_01_05_에기연 열화셀_50deg_1300cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,3000,,DCIR,2023-05-23,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\23_05_23_에기연 열화셀_50deg_3000cycle_DCIR_ch7_M01Ch007(007).csv,
main_cell,ch7,50,0,,DCIR후충전,2022-09-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_09_21_에기연 열화셀_50deg_DCIR 후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,100,,DCIR후충전,2022-09-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_09_27_에기연 열화셀_50deg_100cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,200,,DCIR후충전,2022-10-06,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_06_에기연 열화셀_50deg_200cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,300,,DCIR후충전,2022-10-13,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_13_에기연 열화셀_50deg_300cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,400,,DCIR후충전,2022-10-19,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_19_에기연 열화셀_50deg_400cycle_DCIR 후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,500,,DCIR후충전,2022-10-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_10_27_에기연 열화셀_50deg_500cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,600,,DCIR후충전,2022-11-02,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_02_에기연 열화셀_50deg_600cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,700,,DCIR후충전,2022-11-09,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_09_에기연 열화셀_50deg_700cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,800,,DCIR후충전,2022-11-16,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_16_에기연 열화셀_50deg_800cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,900,,DCIR후충전,2022-11-23,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_23_에기연 열화셀_50deg_900cycle_DCIR 후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1000,,DCIR후충전,2022-11-29,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_11_29_에기연 열화셀_50deg_1000cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1100,,DCIR후충전,2022-12-09,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_12_09_에기연 열화셀_50deg_1100cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1200,,DCIR후충전,2022-12-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\22_12_21_에기연 열화셀_50deg_1200cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1300,,DCIR후충전,2023-01-05,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\DCIR\23_01_05_에기연 열화셀_50deg_1300cycle_DCIR후 충전_ch7_M01Ch007(007).csv,
main_cell,ch7,50,100,,Pattern,2022-09-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_09_21_에기연 열화셀_50deg_100Cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,200,,Pattern,2022-09-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_09_27_에기연 열화셀_50deg_200cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,300,,Pattern,2022-10-06,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_10_06_에기연 열화셀_50deg_300cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,400,,Pattern,2022-10-13,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_10_13_에기연 열화셀_50deg_400cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,500,,Pattern,2022-10-19,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_10_19_에기연 열화셀_50deg_500cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,600,,Pattern,2022-10-27,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_10_27_에기연 열화셀_50deg_600cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,700,,Pattern,2022-11-02,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_11_02_에기연 열화셀_50deg_700cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,800,,Pattern,2022-11-09,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_11_09_에기연 열화셀_50deg_800cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,900,,Pattern,2022-11-16,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_11_16_에기연 열화셀_50deg_900cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1000,,Pattern,2022-11-23,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_11_23_에기연 열화셀_50deg_1000cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1100,,Pattern,2022-11-29,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_11_29_에기연 열화셀_50deg_1100cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1200,,Pattern,2022-12-09,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_12_09_에기연 열화셀_50deg_1200cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1300,,Pattern,2022-12-21,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\22_12_21_에기연 열화셀_50deg_1300cycle_ch7_M01Ch007(007).csv,
main_cell,ch7,50,1400,,Pattern,2023-01-05,D:\유경상\JGRC\시뮬레이션 파일\매틀랩 파일\battery\data\셀 엑셀파일\셀 엑셀파일\CH7_50deg\Pattern\23_01_05_에기연 열화셀_50deg_1400cycle_ch7_M01Ch007(007).csv,
